timeStamp,elapsed,label,responseCode,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1762084800000,102,/api/subscriptions,200,true,,1212,665,4,20,53,0,10
1762084800000,365,/api/subscriptions,200,true,,874,552,3,10,267,0,46
1762084800000,785,/api/subscriptions,200,true,,1499,432,7,20,659,0,102
1762084800000,350,/api/subscriptions,200,true,,805,426,8,13,263,0,18
1762084800000,899,/api/subscriptions,400,false,HTTP error,1396,500,4,16,618,0,64
1762084800000,719,/api/subscriptions,200,true,,1200,615,2,16,515,0,92
1762084800000,335,/api/subscriptions,200,true,,417,242,7,13,222,0,54
1762084800000,720,/api/subscriptions,200,true,,714,404,5,17,441,0,59
1762084800000,631,/api/subscriptions,200,true,,770,260,10,5,553,0,57
1762084800000,319,/api/subscriptions,200,true,,740,209,5,18,208,0,30
1762084800000,596,/api/subscriptions,200,true,,637,160,6,10,353,0,71
1762084800000,591,/api/subscriptions,200,true,,1484,564,8,8,519,0,108
1762084800000,165,/api/subscriptions,400,false,HTTP error,889,537,9,13,119,0,10
1762084800000,847,/api/subscriptions,200,true,,769,490,10,18,428,0,93
1762084800000,326,/api/subscriptions,400,false,HTTP error,1121,269,1,6,281,0,52
1762084800000,567,/api/subscriptions,200,true,,1235,668,4,20,461,0,49
1762084800000,612,/api/subscriptions,200,true,,1260,402,10,7,466,0,107
1762084800000,735,/api/subscriptions,200,true,,1109,543,6,8,387,0,123
1762084800000,774,/api/subscriptions,200,true,,1292,569,9,10,418,0,39
1762084800000,611,/api/subscriptions,200,true,,1228,539,4,19,492,0,58
1762084800000,339,/api/subscriptions,200,true,,1449,615,9,7,236,0,21
1762084800000,892,/api/subscriptions,200,true,,801,214,10,16,584,0,118
1762084800000,391,/api/subscriptions,200,true,,569,361,4,18,347,0,48
1762084800000,688,/api/subscriptions,200,true,,1463,647,8,5,532,0,98
1762084800000,579,/api/subscriptions,201,true,,513,424,8,5,413,0,55
1762084800000,473,/api/subscriptions,200,true,,1423,337,10,19,296,0,85
1762084800000,331,/api/subscriptions,201,true,,790,408,8,10,203,0,64
1762084800000,184,/api/subscriptions,200,true,,1046,155,8,17,161,0,14
1762084800000,656,/api/subscriptions,200,true,,1416,495,9,6,435,0,119
1762084800000,582,/api/subscriptions,200,true,,450,194,10,5,425,0,74
1762084800000,739,/api/subscriptions,404,false,HTTP error,1351,528,3,11,469,0,62
1762084800000,224,/api/subscriptions,201,true,,403,221,4,15,172,0,37
1762084800000,842,/api/subscriptions,404,false,HTTP error,736,560,5,19,711,0,140
1762084800000,503,/api/subscriptions,400,false,HTTP error,1204,178,2,6,402,0,98
1762084800000,610,/api/subscriptions,200,true,,1148,661,5,20,462,0,43
1762084800000,817,/api/subscriptions,200,true,,1448,420,8,9,563,0,94
1762084800000,842,/api/subscriptions,200,true,,801,373,7,12,640,0,137
1762084800000,809,/api/subscriptions,201,true,,1133,602,4,15,583,0,91
1762084801000,331,/api/subscriptions,200,true,,1413,176,2,5,263,0,40
1762084801000,436,/api/subscriptions,200,true,,776,365,3,13,346,0,43
1762084801000,357,/api/subscriptions,500,false,HTTP error,1308,232,1,17,215,0,27
1762084801000,563,/api/subscriptions,200,true,,1105,263,8,19,456,0,87
1762084801000,900,/api/subscriptions,200,true,,1442,305,1,19,450,0,159
1762084801000,461,/api/subscriptions,200,true,,520,389,8,6,292,0,57
1762084801000,633,/api/subscriptions,200,true,,528,209,2,16,443,0,98
1762084801000,900,/api/subscriptions,200,true,,905,197,7,6,760,0,158
1762084801000,410,/api/subscriptions,201,true,,720,606,8,16,258,0,51
1762084801000,521,/api/subscriptions,200,true,,527,321,7,8,451,0,44
1762084801000,883,/api/subscriptions,200,true,,583,279,2,18,445,0,167
1762084801000,109,/api/subscriptions,200,true,,750,643,4,19,78,0,19
1762084801000,825,/api/subscriptions,404,false,HTTP error,1350,193,2,14,443,0,133
1762084801000,304,/api/subscriptions,200,true,,983,506,3,14,245,0,29
1762084801000,196,/api/subscriptions,500,false,HTTP error,444,173,8,17,133,0,28
1762084801000,543,/api/subscriptions,201,true,,911,299,8,8,402,0,90
1762084801000,446,/api/subscriptions,200,true,,1029,646,10,8,253,0,66
1762084801000,414,/api/subscriptions,200,true,,683,304,6,15,327,0,55
1762084801000,192,/api/subscriptions,200,true,,482,435,3,12,136,0,35
1762084801000,560,/api/subscriptions,200,true,,1065,602,1,5,489,0,67
1762084801000,134,/api/subscriptions,200,true,,428,661,2,5,99,0,23
1762084801000,865,/api/subscriptions,201,true,,1424,174,9,20,692,0,161
1762084801000,526,/api/subscriptions,200,true,,984,662,4,10,469,0,30
1762084801000,456,/api/subscriptions,200,true,,964,185,3,8,386,0,29
1762084801000,159,/api/subscriptions,200,true,,412,625,1,15,95,0,20
1762084801000,745,/api/subscriptions,200,true,,1109,324,1,15,408,0,98
1762084801000,734,/api/subscriptions,200,true,,858,537,7,14,590,0,131
1762084801000,477,/api/subscriptions,200,true,,689,181,10,20,427,0,87
1762084801000,211,/api/subscriptions,400,false,HTTP error,946,617,1,15,145,0,18
1762084801000,582,/api/subscriptions,200,true,,728,388,5,20,454,0,42
1762084801000,215,/api/subscriptions,201,true,,1005,437,8,16,163,0,15
1762084801000,417,/api/subscriptions,200,true,,805,656,9,13,282,0,76
1762084801000,554,/api/subscriptions,400,false,HTTP error,887,641,6,18,375,0,96
1762084801000,449,/api/subscriptions,200,true,,606,416,9,18,321,0,59
1762084801000,667,/api/subscriptions,200,true,,603,285,5,17,386,0,50
1762084801000,714,/api/subscriptions,200,true,,749,352,10,7,511,0,43
1762084801000,159,/api/subscriptions,200,true,,1067,654,6,18,117,0,25
1762084801000,327,/api/subscriptions,200,true,,955,477,8,18,246,0,56
1762084801000,243,/api/subscriptions,200,true,,1407,447,6,7,158,0,18
1762084801000,368,/api/subscriptions,200,true,,481,230,3,16,324,0,39
